iter	Logloss
0	0.6254209011
1	0.5550157386
2	0.4737147632
3	0.4216540083
4	0.3745822314
5	0.3428016378
6	0.3043339613
7	0.2746205989
8	0.2531139997
9	0.2350612682
10	0.2195140744
11	0.2076817405
12	0.1989483932
13	0.1851823622
14	0.1758743198
15	0.169149447
16	0.1614643757
17	0.1572232038
18	0.1507686268
19	0.1450359035
20	0.1419380721
21	0.1384814986
22	0.1353021264
23	0.1327407918
24	0.1305951801
25	0.1279114193
26	0.12547385
27	0.1227424237
28	0.1210504598
29	0.1193383708
30	0.1178968695
31	0.1159152513
32	0.1143762738
33	0.1125952943
34	0.1111302723
35	0.1096501712
36	0.1086110196
37	0.1077046044
38	0.1065013646
39	0.1049545559
40	0.1036442326
41	0.102571561
42	0.1015920438
43	0.1009184313
44	0.0997584623
45	0.09929366301
46	0.09856825586
47	0.09764660689
48	0.09690314519
49	0.09608635036
50	0.09566146145
51	0.0948738691
52	0.09413613323
53	0.09410534638
54	0.09308218253
55	0.09262332522
56	0.09189973859
57	0.09109129805
58	0.09055516699
59	0.08942493175
60	0.08875099727
61	0.08816559882
62	0.08755520693
63	0.08710318887
64	0.08633487651
65	0.0862427217
66	0.08583262907
67	0.08529723263
68	0.08470339976
69	0.0839173473
70	0.08389366064
71	0.08370367244
72	0.08357549249
73	0.08357174994
74	0.08331177101
75	0.08289131795
76	0.08264280582
77	0.08225990698
78	0.08205601929
79	0.0818286905
80	0.08102030175
81	0.08064247102
82	0.07996050503
83	0.07930546119
84	0.07855592693
85	0.07803273907
86	0.07677544359
87	0.07600449179
88	0.0752281368
89	0.07387738871
90	0.07309527792
91	0.07309160479
92	0.07221325903
93	0.07162562784
94	0.07162141974
95	0.0709912398
96	0.07044872573
97	0.07041762063
98	0.06963770942
99	0.06870415195
100	0.06839613318
101	0.06809307355
102	0.0678579373
103	0.06734809615
104	0.06731893478
105	0.06687251565
106	0.06640087067
107	0.06628175172
108	0.06612632822
109	0.06560771338
110	0.06504796978
111	0.06467246775
112	0.06414645608
113	0.06348270331
114	0.06303656681
115	0.06273369815
116	0.06253545373
117	0.06225901196
118	0.0613348938
119	0.06120132578
120	0.06031286103
121	0.06013252361
122	0.06010422651
123	0.06010188912
124	0.0600643618
125	0.05963662653
126	0.05916636121
127	0.05849900681
128	0.05798474076
129	0.05725470411
130	0.05680757582
131	0.05643323551
132	0.05606533648
133	0.05562212507
134	0.05504587777
135	0.05465669206
136	0.05435910911
137	0.05414204431
138	0.05363852102
139	0.05334223724
140	0.05283875168
141	0.05246135411
142	0.05223047333
143	0.05206107013
144	0.05136332908
145	0.05126466143
146	0.05116523399
147	0.05077128301
148	0.05030764757
149	0.0500374876
150	0.04997883803
151	0.0496630475
152	0.04907416939
153	0.04875845956
154	0.04875688208
155	0.04830021341
156	0.0480339444
157	0.04768821914
158	0.04756485668
159	0.04738888559
160	0.04697992789
161	0.04683646986
162	0.04650568988
163	0.04612978038
164	0.04589233029
165	0.0455324066
166	0.04519747871
167	0.04498843976
168	0.04478562644
169	0.04440148625
170	0.04416488046
171	0.04396052291
172	0.0438699125
173	0.04377976045
174	0.04350981852
175	0.04302967825
176	0.04276949108
177	0.0427306478
178	0.04265288436
179	0.0425159017
180	0.04234280854
181	0.04208358897
182	0.04178291038
183	0.04162024305
184	0.04160787885
185	0.04131863896
186	0.04118313548
187	0.04101471184
188	0.04094764072
189	0.04088600048
190	0.04062875099
191	0.04026101727
192	0.0400823677
193	0.03996913457
194	0.03981337178
195	0.03968363585
196	0.03949644357
197	0.03942078983
198	0.03902831618
199	0.03895266369
